Term,CRN,Subject,Course Number,TITLE,CREDIT_HOURS,Type,LOC,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Primary Instructor
Fall 2016,11447,SPM,475.101,Ethics/Current Iss,3,LEC, ,,,,,,,,"Mudrick, Michael"
Fall 2016,11448,SPM,480.101,Work Experience,9,PRA, ,,,,,,,,"Achtzehn, Richard"
Fall 2016,11449,REC,388.101,ST Therapeutic Rec,3,LEC,GC 110C,,T,,R,,,,"Staff, "
Fall 2016,11450,CM,212.801,Public Speaking,3,LEC,WOLF 405,M,,W,,,,,"Allen, Kevin"
Fall 2016,11451,CM,212.802,Public Speaking,3,LEC,WOLF 314,,,W,,,,,"Allen, Kevin"
Fall 2016,11453,GER,491.101,Validation Method I,3,LEC,LS 335,,,,,F,,,"Klotz, Stephen"
Fall 2016,11454,CJA,372.101,Cap Punishmnt/Law,3,LEC,CH 302,,T,,R,,,,"Mastrocinque, Jeanna"
Fall 2016,11455,NUR,201.103,Nursing HD/HC,3,LEC,DHL 144,,T,,R,,,,"Staff, "
Fall 2016,11456,BEH,260.802,Statistics,3,LEC,LS 301,,,W,,,,,"Staff, "
Fall 2016,11457,PSY,382.101,Forensic Psychology,3,LEC,LS 311,M,,W,,F,,,"Erb, Marilou"
Fall 2016,11458,CRW,382.101,Fiction Writing,3,LEC,HUM 20,,T,,R,,,,"Grippi, Vito"
Fall 2016,11459,LIT,270.101,Young Adult Lit,3,LEC,HUM 142,M,,W,,F,,,"Vause, Deborah"
Fall 2016,11460,MUS,392.101,Tchng Musc Elem Sch,3,LEC,WOLF 104,,T,,R,,,,"Muzzo, Grace"
Fall 2016,11461,HIS,364.101,Civil War & Recon,3,LEC,HUM 126,M,,W,,F,,,"Brooks, Corey"
Fall 2016,11462,PS,141.802,Am Gov: Institutions,3,LEC,HUM 128,,,W,,,,,"Weaver, Thomas"
Fall 2016,11463,HIS,371.101,Amer Const Thought,3,LEC,HUM 205,,T,,R,,,,"Paik, Sung Wook"
Fall 2016,11464,HIS,101.103,Foundation/West,3,LEC,HUM 143,M,,W,,F,,,"Scott, Meredith"
Fall 2016,11465,HIS,101.105,Foundation/West,3,LEC,HUM 127,M,,W,,F,,,"Krug, Ilana"
Fall 2016,11467,SOC,100.107,Intro Sociology,3,LEC,LS 311,M,,W,,F,,,"Schreiber, Tanya"
Fall 2016,11468,HSP,270.101,Food Source/Select,3,LEC,DHL 102,M,,W,,F,,,"Scarcelli, Joseph"
